Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-123.18,49.19,VANCOUVER INTL A,1108395,2020-11-11,2020,11,11,,4.9,,-0.6,,2.2,,15.8,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2020-11-12,2020,11,12,,6.0,,3.2,,4.6,,13.4,,0.0,,22.8,,0.0,,22.8,,,,8.0,,42.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-11-13,2020,11,13,,8.4,,4.4,,6.4,,11.6,,0.0,,31.7,,0.0,,31.7,,,,29.0,,59.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-11-14,2020,11,14,,8.1,,2.3,,5.2,,12.8,,0.0,,5.6,,0.0,,5.6,,,,9.0,,45.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-11-15,2020,11,15,,11.6,,4.7,,8.2,,9.8,,0.0,,1.3,,0.0,,1.3,,,,24.0,,61.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-11-16,2020,11,16,,7.7,,6.1,,6.9,,11.1,,0.0,,20.5,,0.0,,20.5,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2020-11-17,2020,11,17,,14.5,,4.8,,9.7,,8.3,,0.0,,4.5,,0.0,,4.5,,,,15.0,,65.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-11-18,2020,11,18,,9.1,,6.2,,7.7,,10.3,,0.0,,16.9,,0.0,,16.9,,,,6.0,,35.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-11-19,2020,11,19,,9.0,,3.7,,6.4,,11.6,,0.0,,5.3,,0.0,,5.3,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2020-11-20,2020,11,20,,9.5,,6.4,,8.0,,10.0,,0.0,,2.8,,0.0,,2.8,,,,16.0,,39.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-11-21,2020,11,21,,9.1,,1.9,,5.5,,12.5,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2020-11-22,2020,11,22,,7.5,,1.5,,4.5,,13.5,,0.0,,2.5,,0.0,,2.5,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2020-11-23,2020,11,23,,7.1,,5.4,,6.3,,11.7,,0.0,,9.4,,0.0,,9.4,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2020-11-24,2020,11,24,,8.6,,5.0,,6.8,,11.2,,0.0,,9.5,,0.0,,9.5,,,,13.0,,54.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-11-25,2020,11,25,,8.1,,4.3,,6.2,,11.8,,0.0,,1.2,,0.0,,1.2,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2020-11-26,2020,11,26,,8.2,,4.0,,6.1,,11.9,,0.0,,2.4,,0.0,,2.4,,,,16.0,,35.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-11-27,2020,11,27,,10.1,,7.2,,8.7,,9.3,,0.0,,1.2,,0.0,,1.2,,,,13.0,,42.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-11-28,2020,11,28,,8.5,,2.3,,5.4,,12.6,,0.0,,0.0,T,0.0,,0.0,T,,,24.0,,33.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-11-29,2020,11,29,,7.8,,-0.5,,3.7,,14.3,,0.0,,0.2,,0.0,,0.2,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2020-11-30,2020,11,30,,9.1,,5.8,,7.5,,10.5,,0.0,,3.9,,0.0,,3.9,,,,28.0,,72.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-01,2020,12,1,,7.5,,0.3,,3.9,,14.1,,0.0,,,M,,M,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-02,2020,12,2,,7.3,,-1.2,,3.1,,14.9,,0.0,,,M,,M,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-03,2020,12,3,,8.1,,-1.4,,3.4,,14.6,,0.0,,,M,,M,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-04,2020,12,4,,10.0,,0.1,,5.1,,12.9,,0.0,,,M,,M,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-05,2020,12,5,,12.3,,-1.6,,5.4,,12.6,,0.0,,,M,,M,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-06,2020,12,6,,10.6,,2.7,,6.7,,11.3,,0.0,,,M,,M,2.2,,,,10.0,,32.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-07,2020,12,7,,10.0,,8.6,,9.3,,8.7,,0.0,,,M,,M,10.8,,,,7.0,,37.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-08,2020,12,8,,10.4,,6.4,,8.4,,9.6,,0.0,,,M,,M,14.7,,,,9.0,,45.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-09,2020,12,9,,9.8,,4.2,,7.0,,11.0,,0.0,,0.3,,0.0,,0.3,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-10,2020,12,10,,6.9,,3.4,,5.2,,12.8,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-11,2020,12,11,,6.3,,1.7,,4.0,,14.0,,0.0,,9.2,,0.0,,9.2,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-12,2020,12,12,,5.8,,-2.2,,1.8,,16.2,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-13,2020,12,13,,5.1,,1.2,,3.2,,14.8,,0.0,,10.4,,0.0,,10.4,,,,7.0,,33.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-14,2020,12,14,,7.8,,4.7,,6.3,,11.7,,0.0,,1.5,,0.0,,1.5,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-15,2020,12,15,,9.3,,5.7,,7.5,,10.5,,0.0,,7.4,,0.0,,7.4,,,,11.0,,54.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-16,2020,12,16,,9.2,,7.0,,8.1,,9.9,,0.0,,7.6,,0.0,,7.6,,,,7.0,,42.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-17,2020,12,17,,8.9,,5.6,,7.3,,10.7,,0.0,,9.1,,0.0,,9.1,,,,10.0,,39.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-18,2020,12,18,,9.0,,6.0,,7.5,,10.5,,0.0,,19.7,,0.0,,19.7,,,,14.0,,65.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-19,2020,12,19,,8.4,,4.3,,6.4,,11.6,,0.0,,19.6,,0.0,,19.6,,,,27.0,,59.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-20,2020,12,20,,9.9,,4.6,,7.3,,10.7,,0.0,,0.0,T,0.0,,0.0,T,,,19.0,,54.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-21,2020,12,21,,6.3,,2.2,,4.3,,13.7,,0.0,,31.8,,0.0,,31.8,,,,30.0,,39.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-22,2020,12,22,,5.8,,-1.6,,2.1,,15.9,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-23,2020,12,23,,5.9,,-2.3,,1.8,,16.2,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-24,2020,12,24,,3.8,,-3.7,,0.1,,17.9,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-25,2020,12,25,,7.6,,-0.2,,3.7,,14.3,,0.0,,8.1,,0.0,,8.1,,,,5.0,,32.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-26,2020,12,26,,8.2,,4.8,,6.5,,11.5,,0.0,,3.7,,0.0,,3.7,,,,17.0,,50.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-27,2020,12,27,,6.6,,3.8,,5.2,,12.8,,0.0,,6.4,,0.0,,6.4,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-28,2020,12,28,,6.7,,3.9,,5.3,,12.7,,0.0,,0.8,,0.0,,0.8,,,,30.0,,39.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-29,2020,12,29,,5.6,,2.4,,4.0,,14.0,,0.0,,8.2,,0.0,,8.2,,,,7.0,,32.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-30,2020,12,30,,6.1,,3.4,,4.8,,13.2,,0.0,,31.6,,0.0,,31.6,,,,8.0,,48.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2020-12-31,2020,12,31,,7.6,,5.4,,6.5,,11.5,,0.0,,6.8,,0.0,,6.8,,,,8.0,,33.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-01,2021,1,1,,10.1,,6.9,,8.5,,9.5,,0.0,,17.6,,0.0,,17.6,,,,9.0,,45.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-02,2021,1,2,,8.8,,6.9,,7.9,,10.1,,0.0,,12.7,,0.0,,12.7,,,,15.0,,59.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-03,2021,1,3,,9.3,,2.3,,5.8,,12.2,,0.0,,6.4,,0.0,,6.4,,,,14.0,,41.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-04,2021,1,4,,7.7,,3.8,,5.8,,12.2,,0.0,,18.1,,0.0,,18.1,,,,10.0,,48.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-05,2021,1,5,,7.6,,2.8,,5.2,,12.8,,0.0,,29.5,,0.0,,29.5,,,,11.0,,63.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-06,2021,1,6,,9.9,,3.5,,6.7,,11.3,,0.0,,0.2,,0.0,,0.2,,,,15.0,,54.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-07,2021,1,7,,9.1,,2.1,,5.6,,12.4,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-08,2021,1,8,,7.6,,1.0,,4.3,,13.7,,0.0,,9.3,,0.0,,9.3,,,,4.0,,39.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-09,2021,1,9,,7.2,,-0.8,,3.2,,14.8,,0.0,,0.0,T,0.0,,0.0,T,,,4.0,,41.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-10,2021,1,10,,8.4,,5.3,,6.9,,11.1,,0.0,,4.4,,0.0,,4.4,,,,11.0,,33.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-11,2021,1,11,,10.1,,7.8,,9.0,,9.0,,0.0,,15.2,,0.0,,15.2,,,,9.0,,46.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-12,2021,1,12,,11.9,,7.5,,9.7,,8.3,,0.0,,22.1,,0.0,,22.1,,,,14.0,,50.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-13,2021,1,13,,12.0,,3.5,,7.8,,10.2,,0.0,,3.9,,0.0,,3.9,,,,27.0,,91.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-14,2021,1,14,,8.6,,1.3,,5.0,,13.0,,0.0,,0.0,T,0.0,,0.0,T,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-15,2021,1,15,,10.6,,4.4,,7.5,,10.5,,0.0,,2.1,,0.0,,2.1,,,,6.0,,45.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-16,2021,1,16,,7.3,,3.5,,5.4,,12.6,,0.0,,2.5,,0.0,,2.5,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-17,2021,1,17,,8.1,,3.5,,5.8,,12.2,,0.0,,0.7,,0.0,,0.7,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-18,2021,1,18,,7.6,,0.4,,4.0,,14.0,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-19,2021,1,19,,6.8,,0.9,,3.9,,14.1,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-20,2021,1,20,,7.3,,2.9,,5.1,,12.9,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-21,2021,1,21,,7.6,,0.1,,3.9,,14.1,,0.0,,0.5,,0.0,,0.5,,,,28.0,,33.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-22,2021,1,22,,5.5,,-2.6,,1.5,,16.5,,0.0,,0.0,,0.0,,0.0,,,,,,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-23,2021,1,23,,4.5,,-4.5,,0.0,,18.0,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-24,2021,1,24,,3.1,,1.5,,2.3,,15.7,,0.0,,9.0,,0.0,T,9.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-25,2021,1,25,,5.1,,1.2,,3.2,,14.8,,0.0,,10.7,,0.0,,10.7,,,,9.0,,32.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-26,2021,1,26,,7.4,,1.4,,4.4,,13.6,,0.0,,0.0,T,0.0,,0.0,T,,,13.0,,50.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-27,2021,1,27,,5.2,,1.2,,3.2,,14.8,,0.0,,0.4,,0.0,T,0.4,,,,7.0,,42.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-28,2021,1,28,,6.5,,2.6,,4.6,,13.4,,0.0,,1.4,,0.0,,1.4,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-29,2021,1,29,,7.0,,2.5,,4.8,,13.2,,0.0,,0.0,T,0.0,,0.0,T,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-30,2021,1,30,,7.1,,4.5,,5.8,,12.2,,0.0,,1.7,,0.0,,1.7,,,,8.0,,42.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-01-31,2021,1,31,,7.5,,5.5,,6.5,,11.5,,0.0,,7.3,,0.0,,7.3,,,,10.0,,37.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-01,2021,2,1,,7.6,,4.8,,6.2,,11.8,,0.0,,19.2,,0.0,,19.2,,,,9.0,,32.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-02,2021,2,2,,6.8,,4.0,,5.4,,12.6,,0.0,,13.5,,0.0,,13.5,,,,20.0,,35.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-03,2021,2,3,,7.0,,2.1,,4.6,,13.4,,0.0,,0.0,T,0.0,,0.0,T,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-04,2021,2,4,,6.6,,3.2,,4.9,,13.1,,0.0,,7.6,,0.0,,7.6,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-05,2021,2,5,,8.4,,4.3,,6.4,,11.6,,0.0,,1.1,,0.0,,1.1,,,,27.0,,58.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-06,2021,2,6,,8.4,,5.2,,6.8,,11.2,,0.0,,1.9,,0.0,,1.9,,,,29.0,,61.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-07,2021,2,7,,7.6,,3.4,,5.5,,12.5,,0.0,,0.0,T,0.0,,0.0,T,,,29.0,,67.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-08,2021,2,8,,4.4,,-3.0,,0.7,,17.3,,0.0,,0.0,T,0.0,,0.0,T,,,30.0,,37.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-09,2021,2,9,,2.0,,-3.5,,-0.8,,18.8,,0.0,,0.0,,0.0,,0.0,,,,19.0,,35.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-10,2021,2,10,,0.2,,-3.4,,-1.6,,19.6,,0.0,,0.0,,0.0,T,0.0,T,,,10.0,,35.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-11,2021,2,11,,0.8,,-4.4,,-1.8,,19.8,,0.0,,0.0,,0.0,,0.0,,,,,,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-12,2021,2,12,,-0.2,,-6.8,,-3.5,,21.5,,0.0,,0.0,,0.0,,0.0,,,,11.0,,35.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-13,2021,2,13,,0.0,,-3.5,,-1.8,,19.8,,0.0,,0.0,,8.8,,6.2,,0.0,T,7.0,,39.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-14,2021,2,14,,1.1,,-1.0,,0.1,,17.9,,0.0,,0.2,,3.8,,2.1,,4.0,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-15,2021,2,15,,4.2,,0.5,,2.4,,15.6,,0.0,,13.4,,0.0,,13.4,,,,29.0,,35.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-16,2021,2,16,,7.9,,3.4,,5.7,,12.3,,0.0,,0.2,,0.0,,0.2,,,,28.0,,61.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-17,2021,2,17,,7.1,,-0.6,,3.3,,14.7,,0.0,,0.0,,0.0,,0.0,,,,29.0,,54.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-18,2021,2,18,,6.2,,1.7,,4.0,,14.0,,0.0,,1.7,,0.0,,1.7,,,,11.0,,42.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-19,2021,2,19,,8.2,,1.1,,4.7,,13.3,,0.0,,1.4,,0.0,,1.4,,,,15.0,,35.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-20,2021,2,20,,7.3,,-1.5,,2.9,,15.1,,0.0,,1.1,,0.0,,1.1,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-21,2021,2,21,,11.0,,4.8,,7.9,,10.1,,0.0,,1.9,,0.0,,1.9,,,,17.0,,52.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-22,2021,2,22,,11.7,,4.5,,8.1,,9.9,,0.0,,1.5,,0.0,,1.5,,,,28.0,,55.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-23,2021,2,23,,7.8,,1.1,,4.5,,13.5,,0.0,,0.2,,0.0,,0.2,,,,29.0,,59.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-24,2021,2,24,,6.3,,-2.5,,1.9,,16.1,,0.0,,0.0,T,0.0,,0.0,T,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-25,2021,2,25,,9.5,,1.8,,5.7,,12.3,,0.0,,4.6,,0.0,,4.6,,,,20.0,,39.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-26,2021,2,26,,8.3,,3.3,,5.8,,12.2,,0.0,,1.6,,0.0,,1.6,,,,31.0,,72.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-27,2021,2,27,,7.1,,-2.3,,2.4,,15.6,,0.0,,0.6,,0.0,,0.6,,,,30.0,,42.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-02-28,2021,2,28,,7.0,,3.2,,5.1,,12.9,,0.0,,3.3,,0.0,,3.3,,,,,,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-01,2021,3,1,,11.2,,4.4,,7.8,,10.2,,0.0,,0.0,T,0.0,,0.0,T,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-02,2021,3,2,,8.2,,1.4,,4.8,,13.2,,0.0,,0.0,,0.0,,0.0,,,,28.0,,32.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-03,2021,3,3,,10.3,,2.9,,6.6,,11.4,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-04,2021,3,4,,10.7,,2.0,,6.4,,11.6,,0.0,,4.0,,0.0,,4.0,,,,15.0,,39.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-05,2021,3,5,,11.8,,5.8,,8.8,,9.2,,0.0,,3.7,,0.0,,3.7,,,,15.0,,71.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-06,2021,3,6,,11.3,,4.6,,8.0,,10.0,,0.0,,0.7,,0.0,,0.7,,,,15.0,,42.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-07,2021,3,7,,8.6,,4.8,,6.7,,11.3,,0.0,,1.5,,0.0,,1.5,,,,14.0,,58.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-08,2021,3,8,,10.4,,1.3,,5.9,,12.1,,0.0,,0.0,,0.0,,0.0,,,,,,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-09,2021,3,9,,11.1,,2.9,,7.0,,11.0,,0.0,,0.0,,0.0,,0.0,,,,20.0,,38.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-10,2021,3,10,,8.8,,-0.1,,4.4,,13.6,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-11,2021,3,11,,8.0,,-2.0,,3.0,,15.0,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-12,2021,3,12,,12.0,,0.9,,6.5,,11.5,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-13,2021,3,13,,14.2,,2.2,,8.2,,9.8,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-14,2021,3,14,,9.9,,4.0,,7.0,,11.0,,0.0,,1.2,,0.0,,1.2,,,,29.0,,58.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-15,2021,3,15,,7.8,,0.0,,3.9,,14.1,,0.0,,0.0,,0.0,,0.0,,,,28.0,,46.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-16,2021,3,16,,8.2,,-0.6,,3.8,,14.2,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-17,2021,3,17,,9.6,,1.1,,5.4,,12.6,,0.0,,1.0,,0.0,,1.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-18,2021,3,18,,12.9,,2.5,,7.7,,10.3,,0.0,,2.7,,0.0,,2.7,,,,13.0,,45.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-19,2021,3,19,,10.9,,6.3,,8.6,,9.4,,0.0,,0.9,,0.0,,0.9,,,,12.0,,50.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-20,2021,3,20,,9.3,,5.8,,7.6,,10.4,,0.0,,1.8,,0.0,,1.8,,,,27.0,,42.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-21,2021,3,21,,6.7,,4.6,,5.7,,12.3,,0.0,,5.9,,0.0,,5.9,,,,16.0,,39.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-22,2021,3,22,,9.8,,4.3,,7.1,,10.9,,0.0,,0.0,T,0.0,,0.0,T,,,28.0,,51.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-23,2021,3,23,,9.1,,1.5,,5.3,,12.7,,0.0,,0.4,,0.0,,0.4,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-24,2021,3,24,,8.2,,3.9,,6.1,,11.9,,0.0,,6.0,,0.0,,6.0,,,,14.0,,32.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-25,2021,3,25,,10.2,,4.6,,7.4,,10.6,,0.0,,0.0,,0.0,,0.0,,,,29.0,,39.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-26,2021,3,26,,10.7,,2.3,,6.5,,11.5,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-27,2021,3,27,,9.7,,3.9,,6.8,,11.2,,0.0,,0.0,,0.0,,0.0,,,,11.0,,31.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-28,2021,3,28,,10.1,,3.1,,6.6,,11.4,,0.0,,4.2,,0.0,,4.2,,,,29.0,,88.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-29,2021,3,29,,9.7,,0.0,,4.9,,13.1,,0.0,,0.0,,0.0,,0.0,,,,29.0,,57.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-30,2021,3,30,,9.5,,-0.5,,4.5,,13.5,,0.0,,0.0,,0.0,,0.0,,,,29.0,,35.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-03-31,2021,3,31,,10.5,,0.2,,5.4,,12.6,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-01,2021,4,1,,13.1,,4.6,,8.9,,9.1,,0.0,,0.0,,0.0,,0.0,,,,,,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-02,2021,4,2,,11.9,,5.7,,8.8,,9.2,,0.0,,0.0,T,0.0,,0.0,T,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-03,2021,4,3,,11.3,,5.8,,8.6,,9.4,,0.0,,1.2,,0.0,,1.2,,,,,,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-04,2021,4,4,,10.3,,5.3,,7.8,,10.2,,0.0,,0.0,,0.0,,0.0,,,,28.0,,58.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-05,2021,4,5,,9.2,,-0.1,,4.6,,13.4,,0.0,,0.0,,0.0,,0.0,,,,30.0,,31.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-06,2021,4,6,,15.0,,1.6,,8.3,,9.7,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-07,2021,4,7,,8.5,,3.9,,6.2,,11.8,,0.0,,1.8,,0.0,,1.8,,,,17.0,,43.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-08,2021,4,8,,10.6,,4.2,,7.4,,10.6,,0.0,,0.0,,0.0,,0.0,,,,28.0,,63.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09,2021,4,9,,8.5,,2.3,,5.4,,12.6,,0.0,,0.9,,0.0,,0.9,,,,17.0,,49.0,
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10,2021,4,10,,9.7,,1.7,,5.7,,12.3,,0.0,,0.0,T,0.0,,0.0,T,,,26.0,,60.0,
